Coluna1,Date,Company,Title,Location,Description,Level,Type,Function,Industry,Link
COSV2RUmbQwsD/hAdmEXhg==,12/2/2022,Pop Trade Marketing,Analista de Inteligência,"São Paulo, São Paulo, Brazil","Se você é comprometido, comunicativo, disciplinado e envolvido, NÓS QUEREMOS VOCÊ EM NOSSO TIME!

Buscamos talentos com experiência na área de Inteligência de Mercado, para atuar como Assistente de Inteligência.

Reconhecemos a importância da igualdade e valorizamos a diversidade.

Por isso, nossas oportunidades são para todos!

Se você se conecta com nossos valores, venha fazer parte do nosso time!

#VemSerTrade#SeuTradeMaisDiverso

Responsabilidades e atribuições
Será o responsável, entre outras atividades, pelo apoio no desenvolvimento e atualização de todos os reports da área dentro do projeto (Power BI) e, principalmente, por analisar as informações e trazer insights e direcionamentos para os clientes internos e externos;
Efetuar o check list das regras de negócio e todas as validações necessárias antes do envio para o cliente;
Acompanhar as coletas, pesquisas e atividades do time de campo nas ferramentas da empresa;
Realizar as atualizações necessárias nos reports, sejam com dados de fonte interna ou externa (Nielsen, Neogrid, entre outros);
Apoio no planejamento e criação de novos relatórios pertinentes ao negócio

Requisitos e qualificações
Superior cursando;
Ter atuado com relatórios, indicadores e reports para clientes internos e externos;
Relacionamento com diversas áreas internas e externas para captação de informações;
Conhecimentos em Power BI será um diferencial;
Experiência com as atividades descritas na vaga.

Informações adicionais

Salário a combinar + benefícios: Vale Refeição + Vale Alimentação + Vale Transporte + Assistência Médica (Sulamerica )+ Assistência Odontológica (Sulamerica) + Seguro de Vida.",Not Applicable,Full-time,"Other, Information Technology, and Management",Consumer Services,https://br.linkedin.com/jobs/view/analista-de-intelig%C3%AAncia-at-pop-trade-marketing-3415963656?refId=KokpsxPvMqN1PD5kK7qXnA%3D%3D&trackingId=COSV2RUmbQwsD%2FhAdmEXhg%3D%3D&position=21&pageNum=14&trk=public_jobs_jserp-result_search-card
t34B698tjaqHb2xv5WzAnQ==,1/14/2023,Grupo Conexão,Analista de Planejamento e Controle de Dados,"São Paulo, São Paulo, Brazil","Você gosta de trabalhar em equipe? É uma pessoa proativa?Venha ser nosso(a) Analista de Planejamento e Controle de Dados, e compartilhar conexões com nosso time, contribuindo com suas análises e informações para um ambiente de trabalho produtivo e descomplicado.O nosso time de Planejamento, Controle e Processos está aguardando você!#vemseralaresinternet#vagasalaresinternet Você vai fazer aqui:Realizar o levantando e análise de informações operacionais;Elaborar relatórios e dashboards para apoiar a equipe nos processos de deliberações estratégicas;Desenvolver indicadores para melhorias na performance dos resultados;Atuar na análise, interpretação e consolidação de informações, conforme os dados levantados na operação;Elaborar plano de ação voltado para entrega das metas de indicadores;Desenvolver, acompanhar e atualizar relatórios e painéis de indicadores, por meio das ferramentas de inteligência disponíveis;Elaborar e implementar modelos e ferramentas de controle da qualidade. Voc no pode deixar de ter:Ensino superior completo em Tecnologia da Informao, Gesto da Informao, Sistemas de Informao ou reas afins;Excel avanado.Se voc tiver, ser um diferencial:Conhecimento em Banco de dados/SQL;Conhecimento avanado em Power BI;Ter experincia em operaes de Telecomunicaes.",Mid-Senior level,Full-time,Business Development and Sales,Business Content,https://br.linkedin.com/jobs/view/analista-de-planejamento-e-controle-de-dados-at-grupo-conex%C3%A3o-3475191828?refId=KokpsxPvMqN1PD5kK7qXnA%3D%3D&trackingId=t34B698tjaqHb2xv5WzAnQ%3D%3D&position=22&pageNum=14&trk=public_jobs_jserp-result_search-card
NYVnZAf6hUcCoR2Qxvnv5w==,1/14/2023,Infotec Brasil,Banco de Talentos - Analista de Dados - Home Office,"Rio de Janeiro, Rio de Janeiro, Brazil","Executar atividades de suporte à estruturação de dados e emissão de relatórios.

Responsabilidades e atribuições
Preparar e estruturar bases de dados, inclusive a partir de manipulação de grande volume de dados estruturados e não estruturados obtidos de diversas fontes, para cálculo de diferentes KPI´s e suporte a tomada de decisões, utilizando ferramentas avançadas de pesquisa e recursos de BI;
Atuar no suporte à emissão de relatório de informações a partir de fontes estruturadas;
Atuar no suporte à emissão de relatório de informações a partir de fontes não estruturadas; Atuar no suporte à emissão de relatório analítico a partir de informações do processo suprir bens e serviços;
Extrair informações de contratação de bens e serviços através de relatórios pré-definidos no SAP BW e SAP ERP, tais como: contratos, pedidos de compra, aditivos etc;
Participar de reuniões para definição do escopo da previsão da demanda e em reuniões de apresentação de resultados; Extrair informações de contratos e pedidos através de relatórios pré-definidos no sistema SAP;
Planejar o que se pretende entregar como resumos descritivos e os relatórios que serão utilizados (medidos separadamente), com consequente apresentação ao usuário;
Atuar no suporte à emissão de dossiê com a descrição
das etapas do processo de emissão de relatórios;
Realizar a construção e alterações de painéis (Dashboard);
Realizar atividades de suporte necessárias para monitoramento de mercado e de riscos;
Demais atividades de estruturação de dados e emissão de relatório para suporte à gestão e às rotinas de suprimentos.

Requisitos e qualificações

Formação:
Nível superior em Administração, Engenharia de Produção, Estatística, Análise de Sistemas, Ciências da Computação, Engenharia da Computação, Análise e Desenvolvimento de Sistemas ou Gestão em Tecnologia da Informação.

Experiência:
Mínimo de 3 anos de experiência atuando com atividades de estruturação de dados e criação e atualização de painéis (dashboards) em empresas de grande porte (prestador ou próprio).

Conhecimentos:
Conhecimento funcional nos Módulos MM / FI-AP / FICO / FI-AR do SAP ERP / SAP/4 HANA e suas ferramentas (exemplo: BW);
Conhecimentos de Linguagem de Consulta Estruturada (SQL);
User Interface Design (UI Design) e User Experience (UX Design);
Conhecimentos de Ferramentas para Criação e Atualização de Dashboards (Power BI, SpotFire);
Conhecimentos avançados de Power BI;
Pacote Microsoft Office nível intermediário;
Inglês nível intermediário;
Conhecimentos sobre legislação e procedimentos relacionados a licitações e contratações na administração pública e sociedades de economia mista (Lei 8.666/93 ou Decreto 2.745/98 e Lei 13.303/16).

Informações adicionais",Not Applicable,Full-time,Information Technology,Consumer Services,https://br.linkedin.com/jobs/view/banco-de-talentos-analista-de-dados-home-office-at-infotec-brasil-3474659238?refId=KokpsxPvMqN1PD5kK7qXnA%3D%3D&trackingId=NYVnZAf6hUcCoR2Qxvnv5w%3D%3D&position=23&pageNum=14&trk=public_jobs_jserp-result_search-card
kGBLGnvEPotv/9rfnqx2Ow==,1/31/2023,Cheil Brasil,Analista de BI,"São Paulo, São Paulo, Brazil","DESCRIÇÃO DA VAGA

Missão do Cargo

Acompanhamento diário das campanhas de mídia a fim de atuar junto com mídia para avaliação dos indicadores estabelecidos (KPIs de mídia) e, com base nisso, discutir com analista de mídia otimizações de campanha.

Principais Atividades
Executar Data View com Time de BI de Midia;
Otimizações, testes e aprendizados das campanhas de mídia;
Trazer key finding & insights para retroalimentar plano de midia;
Apresentação de reports – post mortem – e participação das dailys de performance room da samsung junto ao time de midia;
REQUISITOS DA VAGA

Conhecimentos Técnicos

Tableau

Power BI

Data Studio

INFORMAÇÕES ADICIONAIS

Contratos: PJ e CLT",Mid-Senior level,Full-time,"Research, Analyst, and Information Technology",Advertising Services,https://br.linkedin.com/jobs/view/analista-de-bi-at-cheil-brasil-3458187099?refId=KokpsxPvMqN1PD5kK7qXnA%3D%3D&trackingId=kGBLGnvEPotv%2F9rfnqx2Ow%3D%3D&position=24&pageNum=14&trk=public_jobs_jserp-result_search-card
+jQlnIg/+amylQMnbWzceQ==,12/26/2022,J&T Express Brasil,Analista de Dados Pleno,"São Paulo, São Paulo, Brazil","Somos a J&T Express, empresa multinacional que chegou ao Brasil para revolucionar o mercado de entregas expressas.

Nossos números:
Presença em 13 países;
240 centros de transferências de larga escala;
1.000 equipamentos de triagem inteligente;
23.000 pontos de distribuição;
400.000 colaboradores;
Nossos serviços atingem 2,5 bilhões de pessoas ao redor do mundo.

E queremos mais... tá afim?

Responsabilidades e atribuições
Elaborar relatórios e Dashboards, utilizando visões gerenciais e estratégicas para apoio à coordenação nas tomadas de decisão,
Acompanhamento diário dos principais indicadores da empresa
Desenvolver e implementar análises de dados, entendendo fatores que impactem nos resultados e no custo do negócio
Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos;
Executar e acompanhar todo o processo de fechamento de transporte, atualizando com as regras e diretrizes que são informadas para a equipe de fechamento validar as informações.
Realização de demais atividades correlatas e inerentes ao cargo, assim como atividades atribuídas pelo seu superior imediato.

Requisitos e qualificações
Ensino Superior Completo (Engenharia, Administração, Logística, Tecnologias e afins);
Pacote Office intermediário;
Conhecimentos em análises e indicadores;
Elaboração de dashboards, painéis e relatórios gerenciais;
Conhecimento intermediário/avançado em Power BI e ferramentas de qualidade;
Proatividade, determinação, empatia, criatividade, boa comunicação, iniciativa, inteligência emocional, capacidade para trabalhar em equipe, adaptabilidade, capacidade para solucionar problemas e credibilidade ao assumir responsabilidades;
Desejável experiência e vivência em logística.

Informações adicionais

Vaga presencial - Próximo da Estação Vila Olímpia

Benefícios:
Benefícios: Assistência Médica
Assistência Odontológica
Seguro de Vida
Day Off
Vale Transporte
VR cartão Flash

Chegamos para revolucionar o mercado de entregas expressas no país.

Queremos ser a opção mais rápida para as entregas de E-commerce. Para isso, buscamos ter a melhor e mais engajada equipe!

Aos nossos colaboradores, oferecemos um ambiente de trabalho inspirador e acolhedor. E, esperamos que juntos possamos trilhar um caminho de crescimento e muito sucesso.

Prezamos pela tranquilidade e saúde do nosso time e para que isso aconteça, oferecemos os melhores benefícios praticados no mercado. Ainda, contamos com remuneração acima da média das melhores empresas de logística do Brasil.

O melhor para os melhores!",Not Applicable,Full-time,Information Technology,"Transportation, Logistics, Supply Chain and Storage",https://br.linkedin.com/jobs/view/analista-de-dados-pleno-at-j-t-express-brasil-3415901573?refId=KokpsxPvMqN1PD5kK7qXnA%3D%3D&trackingId=%2BjQlnIg%2F%2BamylQMnbWzceQ%3D%3D&position=25&pageNum=14&trk=public_jobs_jserp-result_search-card
I1ndULw1Ty3tXMM1vrpU8w==,1/26/2023,Spread Tecnologia,RHA0224 - Pessoa Analista de Dados Pleno,Greater Brasilia,"Job Description

Faça parte de um time que ama transformar com tecnologia. Conheça nossas oportunidades de carreiras

Responsibilities and assignments

Desenvolvimento e Integração de Dados.

Requirements And Qualifications

Imprescindível:

Conhecimentos em Power Center na versão 10.1 ou superior.
Conhecimentos em Shell Script.
Domínio em modelagem de dados e banco de dados.
Conhecimento em Control-M.

Superior completo em TI

Carreiras - Spread

Quer saber mais sobre a gente e fazer parte do time que está construindo o futuro?

#VemSerSpreader

Transformando o mundo com tecnologia

Somos quase 2.000 Spreaders, espalhados por mais de 20 estados brasileiros através do Spread Anywhere, que nos permite trabalhar de forma 100% remota, dependendo do modelo de contrato. Somos digitais, hiperconectados e de onde estivermos colocamos em prática todos os dias um dos valores tão presentes na nossa cultura, que é a #colaboração.

Inovação para desenvolver o futuro

Somos uma empresa de tecnologia com 39 anos de experiência, evolução e uma grande bagagem de conhecimento em diferentes frentes, da infraestrutura com Serviços Gerenciados de TI e de Telecomunicações, passando pela nossa camada de software com Desenvolvimento Ágil, SAP, Salesforce e Testes de Qualidade, até a nossa camada digital, com Automação, Event Mesh, Big Data e Squad Gerenciada.

Agilidade para alavancar negócios

Respiramos a Cultura da Agilidade, apoiados pela filosofia Lean. Com isso, temos uma metodologia própria para adoção, aprimoramento e propagação de métodos ágeis, que é o SPREAD BUSINESS AGILITY, que visa melhorar o nosso entendimento sobre os desafios dos clientes, acelerar o desenvolvimento das nossas pessoas e estabelecer um novo modelo de crescimento do nosso negócio.",Entry level,Full-time,Information Technology,IT Services and IT Consulting,https://br.linkedin.com/jobs/view/rha0224-pessoa-analista-de-dados-pleno-at-spread-tecnologia-3450681057?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=I1ndULw1Ty3tXMM1vrpU8w%3D%3D&position=1&pageNum=15&trk=public_jobs_jserp-result_search-card
s7HQKr2qV33/fr8uAzzgxQ==,1/3/2023,BNE - Banco Nacional de Empregos,Analista de Banco de Dados,"Diadema, São Paulo, Brazil","Vaga anunciada pela empresa: Ponto de Contato,

Se você é apaixonado por análise de dados essa oportunidade é para você. Temos um time crescendo. Possuir experiência na função com utilização da linguagem de programação r, python, sql e power bi para modelar, desenhar e integrar o fluxo de dados da empresa. Conhecimento na coleta e limpeza de dados internos como foco na mineração de dados. Superior completo em engenharia de computação, ciência da computação ou áreas correlatas. Local de trabalho: Diadema sp. Modalidade trabalho: Híbrido.",Entry level,Full-time,Information Technology,"Technology, Information and Internet",https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-at-bne-banco-nacional-de-empregos-3424808544?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=s7HQKr2qV33%2Ffr8uAzzgxQ%3D%3D&position=2&pageNum=15&trk=public_jobs_jserp-result_search-card
dyX4mqf+BbM82jBALANS9Q==,2/6/2023,Robert Half,Analista de Dados Sr.,"Campinas, São Paulo, Brazil","A Empresa
Multinacional situada na região de Paulinia.
Descrição da vaga
Analista de Dados SR será responsável pela manutenção de todas as bases de dados, BI´s, produção de relatórios, bem como das interfaces com sistemas e da área de S&OE;
Interpretar dados, analisar resultados usando técnicas estatísticas e fornecer relatórios;
Realizar ajustes em bancos de dados relacionais e transacionais (SQL e bancos secundários no Sharepoint);
Obter dados de fontes primárias ou secundárias e manter bancos de dados/sistemas de dados;
Identificar, analisar e interpretar tendências ou padrões em conjuntos de dados complexos;
Filtrar e ""limpar"" dados, realizar manutenção de bases de dados;
Trabalhar com a gerência para priorizar necessidades de negócios e de informações;
Localizar e definir novas oportunidades de melhorias de processo.
Perfil desejado
Sólida experiência profissional em análise de dados;
Conhecimentos necessários em Excel, Power Query, Power BI, Power Automate, Oracle EBS, Minitab;
Conhecimento e experiência com pacotes de elaboração de relatórios bancos de dados (SQL, bancos em Sharepoint, etc.), programação (DAX, M, SQL);
Conhecimento de estatística e experiência no uso de pacotes estatísticos para análise de conjunto de dados (Excel, SPSS, SAS etc.);
Habilidades analíticas e capacidade de coletar, organizar, analisar e disseminar quantidades significativas de informações com atenção e orientada à análises de sensibilidade da informação;
Entusiasmo por pesquisas, elaboração de relatórios e apresentações de descobertas;
Bacharelado em Matemática, Estatística, Física, Ciência da Computação ou Engenharia da Computação;
Inglês intermediário.",Mid-Senior level,Full-time,Information Technology,Staffing and Recruiting,https://br.linkedin.com/jobs/view/analista-de-dados-sr-at-robert-half-3472488900?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=dyX4mqf%2BBbM82jBALANS9Q%3D%3D&position=3&pageNum=15&trk=public_jobs_jserp-result_search-card
x6UQ0b5snP8i6nvjH9YFHA==,1/16/2023,Unimed Federação Minas,Estagiário de BI,"Belo Horizonte, Minas Gerais, Brazil","Venha fazer parte da Unimed Federação Minas!

Atividades:

Atendimento de chamados de solicitação de criação de usuários, carga de painéis e relatórios;

Auxílio no processo de criação, automatização e investigação de erros em cargas.

Desenvolvimento de scripts para consultas em SQL.

Auxílio na documentação de painéis e rotinas administrativas.

Area de formação:

Superior em curso Sistema de informação/BI.

Requisitos:

Conhecimento Pacote Office Intermediário;

Conhecimento SQL Básico/Intermediário;

Power BI Básico.

Diferenciais:

Conhecimento e prática no Visual Studio

Python",Internship,Internship,Information Technology,Wellness and Fitness Services,https://br.linkedin.com/jobs/view/estagi%C3%A1rio-de-bi-at-unimed-federa%C3%A7%C3%A3o-minas-3436569460?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=x6UQ0b5snP8i6nvjH9YFHA%3D%3D&position=4&pageNum=15&trk=public_jobs_jserp-result_search-card
aVqjSXscUCHUR04wlMd93g==,11/29/2022,Ajinomoto do Brasil Industria e Comércio de Alimentos Ltda.,Analista de TI (Administração de Bancos de Dados),"Limeira, São Paulo, Brazil","Limeira/SP

Trabalhar no time de Tecnologia da Informação da Ajinomoto é ser responsável suporte às operações da empresa e garantam que possamos levar produtos alimentícios de alta qualidade para os clientes e parceiros.

Nossa área de Tecnologia é responsável pela infraestrutura e sistemas necessários para que as operações da empresa sejam feitas com alto nível de excelência, buscando melhorias e automatizações em todos os processos.

Responsabilidades e atribuições

Com base nas melhores práticas de TI, esse profissional será responsável pela:
Execução das rotinas de acompanhamento do atendimento operacional da administração dos bancos de dados e ambientes SAP com consultoria especializada;
Execução das rotinas de atendimento e suporte às áreas clientes;
Execução das atividades e verificação de monitoramento dos ambientes realizados pelas consultorias especializadas e providenciar que as correções e melhorias sejam executadas nos ambientes;
Execução do processo de mudança com documentação da mudança e execução da mudança em si;
Elaboração de instruções de trabalho e guias voltados para as equipes de tecnologia e áreas de negócio.

Requisitos e qualificações

Requisitos:
Formação superior completa (Preferencialmente na área de tecnologia);
Vivência profissional e conhecimento no processos de Administração de Bancos de Dados SQL Server e Oracle;
Conhecimento básico no módulo de Basis do SAP é um diferencial;
Idioma Inglês – Nível intermediário.

Informações adicionais

Benefícios:
Assistência Médica;
Assistência odontológica;
Ticket Alimentação;
Seguro de vida;
Gympass;
PLR",Not Applicable,Full-time,Information Technology,Food and Beverage Manufacturing,https://br.linkedin.com/jobs/view/analista-de-ti-administra%C3%A7%C3%A3o-de-bancos-de-dados-at-ajinomoto-do-brasil-industria-e-com%C3%A9rcio-de-alimentos-ltda-3412893058?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=aVqjSXscUCHUR04wlMd93g%3D%3D&position=5&pageNum=15&trk=public_jobs_jserp-result_search-card
Q75RxUSQ1LpFki8dR8TPpQ==,12/23/2022,Grupo SERES,Analista de TI/Dados - Temporário,"Rio de Janeiro, Rio de Janeiro, Brazil","Nível: Analista

Cursos de: Bacharelado Ciências da Computação,Análise de sistemas de informação,Curso superior em Redes de Computadores,Bacharelado em Engenharia da Computação,Análise de sistemas

Escolaridade: Graduação - Tecnologia da Informação - Completo

Tipo de contrato: Temporário

Jornada de trabalho: Segunda a Sexta de 09hs às 18hs

Benefícios: Vale transporte, Vale refeição

Atividades

Responsabilidades e Experiências desejáveis:
Extrair bases de dados e padronizar informações, organizando o banco de dados;
Projetar e desenvolver aplicativos de dados usando ferramentas e estruturas selecionadas;
Desenvolver e implementar sistemas de coleta de dados, análise de dados e outras estratégias que otimizem a eficiência estatística e a qualidade Interpretar dados, analisar resultados usando técnicas estatísticas e fornecer relatórios de progresso;
Desenvolver consultas de banco de dados com SQL ou PL/SQL
Desenvolver planilhas avançadas com Excel, Desenvolver Dashboards, Construir apresentações e relatórios dos estudos realizados em Power BI. Realizar levantamento de requisitos e mapeamento de processos para organização dos dados;
Ajudar no gerenciamento de projetos internos do time de Análise de Dados.
Oferecer suporte às demandas de extração de dados e visualizações de dados.
Ser responsável por propor e implementar ferramentas para o uso interno da área de dados, visando aumentar a maturidade e agilidade de desenvolvimento do time.
Requisitos

Ensino Superior Completo em Ciência da Computação, Sistemas de Informação, Redes de Computadores, Gestão de Tecnologia da Informação, Engenharia da Computação e/ou Análise de Sistemas;

Experiência anterior em tratamento de dados. Elaborar planilhas utilizando Excel avançado incluindo VBA, desenvolver extratores de dados, executar consultas com PL/SQL, Criar metricas e KPIs extrair, tratar e comparar dados. Tabular informações, apresentando em forma estruturado elaborando relatórios, Dashboards em Power Bi, utilizando modelos e visões avançadas, automatizando as entregas. Desejável Conhecimento em LGPD.

Conhecimento de infraestrutura em banco de dados. Sólidos conhecimentos em Excel, SQL e Power BI. Conhecimento em metodologias ágeis e Python. Habilidade para armazenamentos de dados em SQL Server, Oracle, NoSQL, Data Warehouse e Cloud Interna.

As vagas publicadas no site www.gruposeres.com.br e redes sociais (Instagram: @gruposeresconsultoria, LinkedIn: Grupo SERES e Facebook: Grupo SERES) são de total responsabilidade do Grupo SERES, não podendo ser retransmitidas sem autorização da empresa. Algumas oportunidades são divulgadas em sites de anúncio gratuito com objetivo de expandir a divulgação e atração de novos candidatos aderentes ao perfil divulgado.

As informações seguem os padrões de segurança, confidencialidade e sigilo previstos pela Lei Geral de Proteção de Dados. Caso seja identificado a divulgação em site não credenciado, favor comunicar reportando imediatamente ao cpd@gruposeres.com.br Sites credenciados: Abler, Vagas, Rio Vagas, Empregos, LinkedIn, Catho, Google For Jobs, Adzuna, Glassdoor e Indeed.",Mid-Senior level,Full-time,Information Technology,Human Resources Services,https://br.linkedin.com/jobs/view/analista-de-ti-dados-tempor%C3%A1rio-at-grupo-seres-3442315358?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=Q75RxUSQ1LpFki8dR8TPpQ%3D%3D&position=6&pageNum=15&trk=public_jobs_jserp-result_search-card
62IuqWxQMG6tJZkeFU1kbg==,1/4/2023,Vixteam Consultoria & Sistemas,Desenvolvedor SQL BI (Analytics),"Vitória, Espírito Santo, Brazil","Oportunidade de atuar com os maiores players do mercado nas suas áreas de segmento, com equipe altamente qualificada, proativa, unida e colaborativa, executando as atividades com apoio de processos de alta maturidade, em projetos desafiadores e inovadores!

Vai ficar de fora dessa? Venha crescer com a gente! :)

Responsabilidades e atribuições

Atuar no desenvolvimento, evolução e sustentação de sistemas.

Requisitos e qualificações

Formação completa ou andamento em cursos da área de TI ou afins;

Vivência com projetos de implantação e desenvolvimento de sistemas com foco em PL/SQL;

Vivência SQL Avançado, View;

Conhecimento em modelagem de DW;

Experiência com importação de arquivos (csv, xls, text, etc.);

Experiência em BI (Business Intelligence);

Experiência em desenvolvimento e modelagem para BI (MS SQL Server e Power BI).",Not Applicable,Full-time,Information Technology,IT Services and IT Consulting,https://br.linkedin.com/jobs/view/desenvolvedor-sql-bi-analytics-at-vixteam-consultoria-sistemas-3425099373?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=62IuqWxQMG6tJZkeFU1kbg%3D%3D&position=7&pageNum=15&trk=public_jobs_jserp-result_search-card
yMFsPoLUm0w2QvMNfnNw9w==,2/8/2023,Facti,Analista de Dados Sênior,"Campinas, São Paulo, Brazil","Estamos em busca de um Analista de Dados Sênior para início imediato, com experiência na estruturação e tratamento de dados utilizando linguagens de programação. Nesta função, você atuará no desenvolvimento da metodologia que será utilizada para a mensuração dos impactos e resultados das ações, com base nos dados coletados pela plataforma a ser criada, em um Projeto de capacitação em temas de TIC da Indústria 4.0. - Formao em Cincias da Computao, Engenharia ou reas correlatas, ser um diferencial mestrado ou doutorado em Cincia da Computao, Engenharia da Computao, Estatstica ou Matemtica; - Experincia na modelagem e desenvolvimento de algoritmos nas linguagens Javascript, Matlab, Node.js, Python ou R; - Experincia com treinamento de algoritmos por meio de tcnicas de aprendizagem supervisionada e no supervisionada; - Experincia em estruturao, tratamento e processamento de bases de dados; - Experincia com metodologias geis; e - Experincia em modelagem de regras de negcio em plataformas ou sistemas web.",Mid-Senior level,Full-time,Information Technology,IT System Training and Support,https://br.linkedin.com/jobs/view/analista-de-dados-s%C3%AAnior-at-facti-3475193602?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=yMFsPoLUm0w2QvMNfnNw9w%3D%3D&position=8&pageNum=15&trk=public_jobs_jserp-result_search-card
WqXkBxaJu/6S7h4pRXjByQ==,12/23/2022,Base Consultoria,Analista de Banco de Dados (DBA) - Rio de Janeiro/RJ,"Rio de Janeiro, Rio de Janeiro, Brazil","Buscamos Analista de Banco de Dados para atuação no Rio de Janeiro, desempenhando as seguintes atividades:

Criação/Manutenção de estruturas de bancos de dados, seguindo metodologias de desenvolvimento pré-estabelecidas, interagindo com modeladores de sistema/dados, analistas de sistemas

Manter, controlar, criar objetos nos bancos de produção, quality assurance e desenvolvimento, aplicar tunning de banco e aplicação (PL/SQL), realizar programações em Linguagens: Shell Script, SQL, PL/SQL, orientar os analistas para as melhores práicas na análise, padrão UML.

Levantamento de necessidades junto aos usuários e no diagnóstico e desenho de processos de banco de dados até os ajustes pós-implementação, otimização e melhoria de performance nos Bancos de Dados da Empresa.

Cumprimento dos SLAs de entrega de atividades acordados com esta gerência, orientação aos analistas de negócios e outros DBAs sobre as melhores práticas nas ações de banco de dados.

Monitoração, otimização e melhoria de performance nos Bancos de Dados da Empresa, incluindo a otimização tanto lógica (implementação de novos processos de software, métodos de acesso a dados, entre outros) como a física (dimensionamento de hardware, servidores e interfaces de redes).

Criação/Manutenção de políticas, segurança de acesso a dados e abrange a política de segurança da Cia.

Requisitos

Curso superior completo nas seguintes áreas: Análise de Sistemas, Tecnólogo em Banco de Dados, Ciência da Computação, Sistemas de Informação, Engenharia da Computação

Certificações necessárias: Oracle Database 11g Administrator Certified Professional, Introduction Oracle/ SQL, 1Z1-052 – Oracle Database 11g: Administration I, 1Z0-052 – Oracle Database 11g: Administration II. Conhecimento necessário: Oracle ASM(Single-instance/Group-instance), Processo e rotina Failover/ Sistema/ Servidores, Oracle RMAN(Backup/Restore).

Certificações desejáveis: Oracle Database 11g/12c Administrator Certified Professional, ITIL Foundations V3, Conhecimento em SQL-Server, MySQL e Linguagens de programação: Shell Script, SQL, PL/SQL, Conhecimento de implementação do Oracle RAC, conhecimento de sistemas operacionais: SUN Solaris, Windows e Linux, Sistema de monitoração Zabbix

Requisitos

Estudos

Ensino Superior

Idiomas

Inglês - Intermediário

Benefícios

Vale-transporte

Vale-refeição

Assistência médica

Assistência odontológica

Seguro de Vida

Participação nos lucros",Entry level,Full-time,Information Technology,Staffing and Recruiting,https://br.linkedin.com/jobs/view/analista-de-banco-de-dados-dba-rio-de-janeiro-rj-at-base-consultoria-3408329310?refId=FMVdh%2FV4M%2FSATrTUgmnBRQ%3D%3D&trackingId=WqXkBxaJu%2F6S7h4pRXjByQ%3D%3D&position=9&pageNum=15&trk=public_jobs_jserp-result_search-card
